quoteID,quoteText,subQuotationList,quoteByteSpans,speaker,addressees,quoteType,referringExpression,mentionTextsList,mentionSpansList,mentionEntitiesList
Q479,"Sixteen,","['Sixteen,']","[[65931, 65939]]",Piglet,"['Winnie-the-pooh', 'Rabbit']",Explicit,said Piglet,[[]],[[]],[[]]
Q480,"Seventeen, isn't it? And one more for a
handkerchief--that's eighteen. Eighteen pockets in one suit! I haven't
time.","[""Seventeen, isn't it?"", ""And one more for a\nhandkerchief--that's eighteen. Eighteen pockets in one suit! I haven't\ntime.""]","[[65956, 65976], [65992, 66087]]",Rabbit,"['Winnie-the-pooh', 'Piglet']",Explicit,said Rabbit,"[[], []]","[[], []]","[[], []]"
Q481,_I_ make it fifteen.,['_I_ make it fifteen.'],"[[66206, 66226]]",Winnie-the-pooh,"['Rabbit', 'Piglet']",Explicit,Pooh who had been frowning very hard for some minutes said,[[]],[[]],[[]]
Q482,What?,['What?'],"[[66230, 66235]]",Rabbit,"['Winnie-the-pooh', 'Piglet']",Explicit,said Rabbit,[[]],[[]],[[]]
Q483,Fifteen.,['Fifteen.'],"[[66252, 66260]]",Winnie-the-pooh,"['Rabbit', 'Piglet']",Implicit,,[[]],[[]],[[]]
Q484,Fifteen what?,['Fifteen what?'],"[[66264, 66277]]",Rabbit,"['Winnie-the-pooh', 'Piglet']",Implicit,,[[]],[[]],[[]]
Q485,Your family.,['Your family.'],"[[66281, 66293]]",Winnie-the-pooh,"['Rabbit', 'Piglet']",Implicit,,[['Your']],"[[[66281, 66285]]]",[[['Rabbit']]]
Q486,What about them?,['What about them?'],"[[66297, 66313]]",Rabbit,"['Winnie-the-pooh', 'Piglet']",Implicit,,[[]],[[]],[[]]
Q487,Did I?,['Did I?'],"[[66406, 66412]]",Rabbit,"['Winnie-the-pooh', 'Piglet']",Explicit,said Rabbit,[[]],[[]],[[]]
Q488,"Yes, you said----","['Yes, you said----']","[[66440, 66457]]",Winnie-the-pooh,"['Rabbit', 'Piglet']",Implicit,,[['you']],"[[[66445, 66448]]]",[[['Rabbit']]]
Q489,"Never mind, Pooh,","['Never mind, Pooh,']","[[66461, 66478]]",Piglet,"['Winnie-the-pooh', 'Rabbit']",Explicit,said Piglet,[['Pooh']],"[[[66473, 66477]]]",[[['Winnie-the-pooh']]]
Q490,"The question is, What are we to do about Kanga?","['The question is, What are we to do about Kanga?']","[[66507, 66554]]",Rabbit,"['Winnie-the-pooh', 'Piglet']",Implicit,,"[['we', 'Kanga']]","[[[66533, 66535], [66548, 66553]]]","[[['Winnie-the-pooh', 'Rabbit', 'Piglet'], ['Kanga']]]"
Q491,"Oh, I see,","['Oh, I see,']","[[66558, 66568]]",Winnie-the-pooh,"['Rabbit', 'Piglet']",Explicit,said Pooh,[[]],[[]],[[]]
Q492,"The best way, would be this. The best way would be to
steal Baby Roo and hide him, and then when Kanga says, 'Where's Baby
Roo?' we say, '_Aha!_'","['The best way,', ""would be this. The best way would be to\nsteal Baby Roo and hide him, and then when Kanga says, 'Where's Baby\nRoo?' we say, '_Aha!_'""]","[[66583, 66596], [66612, 66743]]",Rabbit,"['Winnie-the-pooh', 'Piglet']",Explicit,said Rabbit,"[[], ['Baby Roo', 'him', 'Kanga ', 'Baby\nRoo', 'we']]","[[], [[66658, 66666], [66676, 66679], [66695, 66701], [66716, 66724], [66727, 66729]]]","[[], [['Baby Roo'], ['Baby Roo'], ['Kanga'], ['Baby Roo'], ['Winnie-the-pooh', 'Rabbit', 'Piglet']]]"
Q493,_Aha!_,['_Aha!_'],"[[66747, 66753]]",Winnie-the-pooh,"['Rabbit', 'Piglet']",Explicit,said Pooh,[[]],[[]],[[]]
Q494,"_Aha! Aha!_ ... Of course, we could say 'Aha!' even if we hadn't stolen Baby Roo.","['_Aha! Aha!_ ... Of course,', ""we could say 'Aha!' even if we hadn't stolen Baby Roo.""]","[[66779, 66805], [66820, 66874]]",Winnie-the-pooh,"['Rabbit', 'Piglet']",Anaphoric,he went on,"[[], ['we', 'we', 'Baby Roo']]","[[], [[66820, 66822], [66848, 66850], [66865, 66873]]]","[[], [['Winnie-the-pooh', 'Rabbit', 'Piglet'], ['Winnie-the-pooh', 'Rabbit', 'Piglet'], ['Baby Roo']]]"
Q495,"Pooh, you haven't any brain.","['Pooh,', ""you haven't any brain.""]","[[66878, 66883], [66906, 66928]]",Rabbit,"['Winnie-the-pooh', 'Piglet']",Explicit,said Rabbit,"[['Pooh'], ['you']]","[[[66878, 66882]], [[66906, 66909]]]","[[['Winnie-the-pooh']], [['Winnie-the-pooh']]]"
Q496,"I know,","['I know,']","[[66932, 66939]]",Winnie-the-pooh,"['Rabbit', 'Piglet']",Explicit,said Pooh,[[]],[[]],[[]]
Q497,"We say '_Aha!_' so that Kanga knows that _we_ know where Baby Roo is.
'_Aha!_' means 'We'll tell you where Baby Roo is, if you promise to go
away from the Forest and never come back.' Now don't talk while I
think.","[""We say '_Aha!_' so that Kanga knows that _we_ know where Baby Roo is.\n'_Aha!_' means 'We'll tell you where Baby Roo is, if you promise to go\naway from the Forest and never come back.' Now don't talk while I\nthink.""]","[[66961, 67174]]",Rabbit,"['Winnie-the-pooh', 'Piglet']",Implicit,,"[['We', 'Kanga ', 'we', 'Baby Roo', 'We', 'you', 'Baby Roo', 'you']]","[[[66961, 66963], [66985, 66991], [67003, 67005], [67018, 67026], [67047, 67049], [67058, 67061], [67068, 67076], [67084, 67087]]]","[[['Winnie-the-pooh', 'Rabbit', 'Piglet'], ['Kanga'], ['Winnie-the-pooh', 'Rabbit', 'Piglet'], ['Baby Roo'], ['Winnie-the-pooh', 'Rabbit', 'Piglet'], ['Kanga'], ['Baby Roo'], ['Kanga']]]"
Q498,"I suppose it's just
practice, I wonder if Kanga will have to practise too so
as to understand it.","[""I suppose it's just\npractice,"", 'I wonder if Kanga will have to practise too so\nas to understand it.']","[[67358, 67387], [67402, 67469]]",Winnie-the-pooh,[],Anaphoric,he thought,"[[], ['Kanga ']]","[[], [[67414, 67420]]]","[[], [['Kanga']]]"
Q499,"There's just one thing, I was talking
to Christopher Robin, and he said that a Kanga was Generally Regarded as
One of the Fiercer Animals. I am not frightened of Fierce Animals in the
ordinary way, but it is well known that, if One of the Fiercer Animals
is Deprived of Its Young, it becomes as fierce as Two of the Fiercer
Animals. In which case '_Aha!_' is perhaps a _foolish_ thing to say.","[""There's just one thing,"", ""I was talking\nto Christopher Robin, and he said that a Kanga was Generally Regarded as\nOne of the Fiercer Animals. I am not frightened of Fierce Animals in the\nordinary way, but it is well known that, if One of the Fiercer Animals\nis Deprived of Its Young, it becomes as fierce as Two of the Fiercer\nAnimals. In which case '_Aha!_' is perhaps a _foolish_ thing to say.""]","[[67473, 67496], [67529, 67897]]",Piglet,"['Winnie-the-pooh', 'Rabbit']",Explicit,said Piglet,"[[], ['Christopher Robin', 'he', 'Kanga ']]","[[], [[67546, 67563], [67569, 67571], [67584, 67590]]]","[[], [['Christopher Robin - Story'], ['Christopher Robin - Story'], ['Kanga']]]"
Q500,"Piglet, you haven't any pluck.","['Piglet,', ""you haven't any pluck.""]","[[67901, 67908], [67972, 67994]]",Rabbit,"['Winnie-the-pooh', 'Piglet']",Explicit,said Rabbit,"[['Piglet'], ['you']]","[[[67901, 67907]], [[67972, 67975]]]","[[['Piglet']], [['Piglet']]]"
Q501,"It is hard to be brave, when you're
only a Very Small Animal.","['It is hard to be brave,', ""when you're\nonly a Very Small Animal.""]","[[67998, 68021], [68056, 68093]]",Piglet,"['Winnie-the-pooh', 'Rabbit']",Explicit,said Piglet,"[[], ['you']]","[[], [[68061, 68064]]]","[[], [['Piglet']]]"
Q502,"It is because you are a very small animal that you will be Useful in
the adventure before us.",['It is because you are a very small animal that you will be Useful in\nthe adventure before us.'],"[[68162, 68255]]",Rabbit,"['Winnie-the-pooh', 'Piglet']",Explicit,Rabbit who had begun to write very busily looked up and said,"[['you', 'you', 'us']]","[[[68176, 68179], [68209, 68212], [68252, 68254]]]","[[['Piglet'], ['Piglet'], ['Winnie-the-pooh', 'Rabbit', 'Piglet']]]"
Q503,What about me? I suppose _I_ shan't be useful?,"['What about me?', ""I suppose _I_ shan't be useful?""]","[[68566, 68580], [68600, 68631]]",Winnie-the-pooh,"['Rabbit', 'Piglet']",Explicit,said Pooh,"[[], []]","[[], []]","[[], []]"
Q504,"Never mind, Pooh, Another time perhaps.","['Never mind, Pooh,', 'Another time perhaps.']","[[68635, 68652], [68681, 68702]]",Piglet,"['Winnie-the-pooh', 'Rabbit']",Explicit,said Piglet,"[['Pooh'], []]","[[[68647, 68651]], []]","[[['Winnie-the-pooh']], []]"
Q505,"Without Pooh, the
adventure would be impossible.","['Without Pooh,', 'the\nadventure would be impossible.']","[[68706, 68719], [68771, 68805]]",Rabbit,"['Winnie-the-pooh', 'Piglet']",Explicit,said Rabbit,"[[], []]","[[], []]","[[], []]"
Q506,Oh!,['Oh!'],"[[68809, 68812]]",Piglet,"['Winnie-the-pooh', 'Rabbit']",Explicit,said Piglet,[[]],[[]],[[]]
Q507,"Impossible
without Me! _That_ sort of Bear.",['Impossible\nwithout Me! _That_ sort of Bear.'],"[[68933, 68976]]",Winnie-the-pooh,['Winnie-the-pooh'],Explicit,Pooh went into a corner of the room and said proudly to himself,[[]],[[]],[[]]
Q508,"Now listen all of you,","['Now listen all of you,']","[[68980, 69002]]",Rabbit,"['Winnie-the-pooh', 'Piglet']",Explicit,said Rabbit,[['you']],"[[[68998, 69001]]]","[[['Winnie-the-pooh', 'Piglet']]]"
Q509,And--Afterwards?,['And--Afterwards?'],"[[70330, 70346]]",Piglet,"['Winnie-the-pooh', 'Rabbit']",Explicit,Piglet who had been opening and shutting his mouth without making any noise managed to say,[[]],[[]],[[]]
Q510,How do you mean?,['How do you mean?'],"[[70350, 70366]]",Rabbit,"['Winnie-the-pooh', 'Piglet']",Implicit,,[['you']],"[[[70357, 70360]]]",[[['Piglet']]]
Q511,When Kanga _does_ Discover the Difference?,['When Kanga _does_ Discover the Difference?'],"[[70370, 70412]]",Piglet,"['Winnie-the-pooh', 'Rabbit']",Implicit,,[['Kanga ']],"[[[70375, 70381]]]",[[['Kanga']]]
Q512,Then we all say '_Aha!_',"[""Then we all say '_Aha!_'""]","[[70416, 70440]]",Rabbit,"['Winnie-the-pooh', 'Piglet']",Implicit,,[['we']],"[[[70421, 70423]]]","[[['Winnie-the-pooh', 'Rabbit', 'Piglet']]]"
Q513,All three of us?,['All three of us?'],"[[70444, 70460]]",Piglet,"['Winnie-the-pooh', 'Rabbit']",Implicit,,[['All three of us']],"[[[70444, 70459]]]","[[['Winnie-the-pooh', 'Rabbit', 'Piglet']]]"
Q514,Yes.,['Yes.'],"[[70464, 70468]]",Rabbit,"['Winnie-the-pooh', 'Piglet']",Implicit,,[[]],[[]],[[]]
Q515,Oh!,['Oh!'],"[[70472, 70475]]",Piglet,"['Winnie-the-pooh', 'Rabbit']",Implicit,,[[]],[[]],[[]]
Q516,"Why, what's the trouble, Piglet?","[""Why, what's the trouble, Piglet?""]","[[70479, 70511]]",Rabbit,"['Winnie-the-pooh', 'Piglet']",Implicit,,[['Piglet']],"[[[70504, 70510]]]",[[['Piglet']]]
Q517,"Nothing, as long as _we all three_ say it. As long as we
all three say it,","['Nothing,', 'as long as _we all three_ say it. As long as we\nall three say it,']","[[70515, 70523], [70539, 70604]]",Piglet,"['Winnie-the-pooh', 'Rabbit']",Explicit,said Piglet,"[[], ['we', 'we']]","[[], [[70551, 70553], [70584, 70586]]]","[[], [['Winnie-the-pooh', 'Rabbit', 'Piglet'], ['Winnie-the-pooh', 'Rabbit', 'Piglet']]]"
Q518,"I don't mind, but I
shouldn't care to say '_Aha!_' by myself. It wouldn't sound _nearly_ so
well. By the way, you _are_ quite sure about what you said
about the winter months?","[""I don't mind,"", ""but I\nshouldn't care to say '_Aha!_' by myself. It wouldn't sound _nearly_ so\nwell. By the way,"", 'you _are_ quite sure about what you said\nabout the winter months?']","[[70620, 70633], [70645, 70740], [70752, 70817]]",Piglet,"['Winnie-the-pooh', 'Rabbit']",Anaphoric,he said,"[[], [], ['you', 'you']]","[[], [], [[70752, 70755], [70784, 70787]]]","[[], [], [['Rabbit'], ['Rabbit']]]"
Q519,The winter months?,['The winter months?'],"[[70821, 70839]]",Rabbit,"['Winnie-the-pooh', 'Piglet']",Implicit,,[[]],[[]],[[]]
Q520,"Yes, only being Fierce in the Winter Months.","['Yes, only being Fierce in the Winter Months.']","[[70843, 70887]]",Piglet,"['Winnie-the-pooh', 'Rabbit']",Implicit,,[[]],[[]],[[]]
Q521,"Oh, yes, yes, that's all right. Well, Pooh? You see what you have to
do?","[""Oh, yes, yes, that's all right. Well, Pooh? You see what you have to\ndo?""]","[[70891, 70963]]",Rabbit,"['Winnie-the-pooh', 'Piglet']",Implicit,,"[['Pooh', 'You', 'you']]","[[[70929, 70933], [70935, 70938], [70948, 70951]]]","[[['Winnie-the-pooh'], ['Winnie-the-pooh'], ['Winnie-the-pooh']]]"
Q522,"No,","['No,']","[[70967, 70970]]",Winnie-the-pooh,"['Rabbit', 'Piglet']",Explicit,said Pooh Bear,[[]],[[]],[[]]
Q523,"Not yet, What _do_ I do?","['Not yet,', 'What _do_ I do?']","[[70989, 70997], [71009, 71024]]",Winnie-the-pooh,"['Rabbit', 'Piglet']",Anaphoric,he said,"[[], []]","[[], []]","[[], []]"
Q524,"Well, you just have to talk very hard to Kanga so as she doesn't notice
anything.","[""Well, you just have to talk very hard to Kanga so as she doesn't notice\nanything.""]","[[71028, 71109]]",Rabbit,"['Winnie-the-pooh', 'Piglet']",Implicit,,"[['you', 'Kanga', 'she']]","[[[71034, 71037], [71069, 71074], [71081, 71084]]]","[[['Winnie-the-pooh'], ['Kanga'], ['Kanga']]]"
Q525,Oh! What about?,['Oh! What about?'],"[[71113, 71128]]",Winnie-the-pooh,"['Rabbit', 'Piglet']",Implicit,,[[]],[[]],[[]]
Q526,Anything you like.,['Anything you like.'],"[[71132, 71150]]",Rabbit,"['Winnie-the-pooh', 'Piglet']",Implicit,,[['you']],"[[[71141, 71144]]]",[[['Winnie-the-pooh']]]
Q527,You mean like telling her a little bit of poetry or something?,['You mean like telling her a little bit of poetry or something?'],"[[71154, 71216]]",Winnie-the-pooh,"['Rabbit', 'Piglet']",Implicit,,"[['You', 'her']]","[[[71154, 71157], [71176, 71179]]]","[[['Rabbit'], ['Kanga']]]"
Q528,"That's it, Splendid. Now come along.","[""That's it,"", 'Splendid. Now come along.']","[[71220, 71230], [71246, 71271]]",Rabbit,"['Winnie-the-pooh', 'Piglet']",Explicit,said Rabbit,"[[], []]","[[], []]","[[], []]"
Q529,"Just one more jump, dear, and then we must
go home.","['Just one more jump, dear, and then we must\ngo home.']","[[71543, 71594]]",Kanga,['Baby Roo'],Explicit,Kanga was fidgeting about and saying,"[['dear', 'we']]","[[[71563, 71567], [71578, 71580]]]","[[['Baby Roo'], ['Baby Roo', 'Kanga']]]"
Q530,"Good afternoon, Kanga.","['Good afternoon, Kanga.']","[[71664, 71686]]",Winnie-the-pooh,"['Baby Roo', 'Kanga']",Implicit,,[['Kanga']],"[[[71680, 71685]]]",[[['Kanga']]]
Q531,"Good afternoon, Pooh.","['Good afternoon, Pooh.']","[[71690, 71711]]",Kanga,"['Winnie-the-pooh', 'Baby Roo']",Implicit,,[['Pooh']],"[[[71706, 71710]]]",[[['Winnie-the-pooh']]]
Q532,"Look at me jumping,","['Look at me jumping,']","[[71715, 71734]]",Baby Roo,"['Winnie-the-pooh', 'Kanga']",Explicit,squeaked Roo,[[]],[[]],[[]]
Q533,"Hallo, Roo, my little fellow!","['Hallo, Roo, my little fellow!']","[[71786, 71815]]",Winnie-the-pooh,"['Baby Roo', 'Kanga']",Implicit,,[['Roo']],"[[[71793, 71796]]]",[[['Baby Roo']]]
Q534,"We were just going home, Good afternoon, Rabbit. Good
afternoon, Piglet.","['We were just going home,', 'Good afternoon, Rabbit. Good\nafternoon, Piglet.']","[[71819, 71843], [71858, 71905]]",Kanga,"['Winnie-the-pooh', 'Rabbit', 'Baby Roo', 'Piglet']",Explicit,said Kanga,"[['We'], ['Rabbit', 'Piglet']]","[[[71819, 71821]], [[71874, 71880], [71898, 71904]]]","[[['Baby Roo', 'Kanga']], [['Rabbit'], ['Piglet']]]"
Q535,"Good afternoon, Hallo, Roo,","['Good afternoon,', 'Hallo, Roo,']","[[71986, 72001], [72008, 72019]]",_group,"['Rabbit', 'Baby Roo', 'Owl', 'Piglet', 'Kanga']",Explicit,Rabbit and Piglet who had now come up from the other side of the hill said,"[[], ['Roo']]","[[], [[72015, 72018]]]","[[], [['Baby Roo']]]"
Q536,"Oh, Kanga, I don't
know if you are interested in Poetry at all?","['Oh, Kanga,', ""I don't\nknow if you are interested in Poetry at all?""]","[[72119, 72129], [72181, 72233]]",Winnie-the-pooh,"['Rabbit', 'Baby Roo', 'Piglet', 'Kanga']",Explicit,said Pooh,"[['Kanga'], ['you']]","[[[72123, 72128]], [[72197, 72200]]]","[[['Kanga']], [['Kanga']]]"
Q537,"Hardly at all,","['Hardly at all,']","[[72237, 72251]]",Kanga,"['Winnie-the-pooh', 'Rabbit', 'Baby Roo', 'Piglet']",Explicit,said Kanga,[[]],[[]],[[]]
Q538,Oh!,['Oh!'],"[[72267, 72270]]",Winnie-the-pooh,"['Rabbit', 'Baby Roo', 'Piglet', 'Kanga']",Explicit,said Pooh,[[]],[[]],[[]]
Q539,"Roo, dear, just one more jump and then we must go home.","['Roo, dear, just one more jump and then we must go home.']","[[72285, 72340]]",Kanga,"['Winnie-the-pooh', 'Rabbit', 'Baby Roo', 'Piglet']",Implicit,,"[['Roo', 'dear', 'we']]","[[[72285, 72288], [72290, 72294], [72324, 72326]]]","[[['Baby Roo'], ['Baby Roo'], ['Baby Roo', 'Kanga']]]"
Q540,"Go on,","['Go on,']","[[72411, 72417]]",Rabbit,"['Winnie-the-pooh', 'Baby Roo', 'Piglet', 'Kanga']",Explicit,said Rabbit,[[]],[[]],[[]]
Q541,"Talking of Poetry, I made up a little piece as I was
coming along. It went like this. Er--now let me see----","['Talking of Poetry,', 'I made up a little piece as I was\ncoming along. It went like this. Er--now let me see----']","[[72467, 72485], [72499, 72588]]",Winnie-the-pooh,"['Rabbit', 'Baby Roo', 'Piglet', 'Kanga']",Explicit,said Pooh,"[[], []]","[[], []]","[[], []]"
Q542,"Fancy! Now Roo, dear----","['Fancy!', 'Now Roo, dear----']","[[72592, 72598], [72613, 72630]]",Kanga,"['Winnie-the-pooh', 'Rabbit', 'Baby Roo', 'Piglet']",Explicit,said Kanga,"[[], ['Roo', 'dear']]","[[], [[72617, 72620], [72622, 72626]]]","[[], [['Baby Roo'], ['Baby Roo']]]"
Q543,"You'll like this piece of poetry,","[""You'll like this piece of poetry,""]","[[72634, 72667]]",Rabbit,"['Winnie-the-pooh', 'Baby Roo', 'Piglet', 'Kanga']",Explicit,said Rabbit,[['You']],"[[[72634, 72637]]]",[[['Kanga']]]
Q544,"You'll love it,","[""You'll love it,""]","[[72684, 72699]]",Piglet,"['Winnie-the-pooh', 'Rabbit', 'Baby Roo', 'Kanga']",Explicit,said Piglet,[['You']],"[[[72684, 72687]]]",[[['Kanga']]]
Q545,"You must listen very carefully,","['You must listen very carefully,']","[[72716, 72747]]",Rabbit,"['Baby Roo', 'Owl', 'Piglet', 'Kanga']",Explicit,said Rabbit,[['You']],"[[[72716, 72719]]]",[[['Kanga']]]
Q546,"So as not to miss any of it,","['So as not to miss any of it,']","[[72764, 72792]]",Piglet,"['Winnie-the-pooh', 'Rabbit', 'Baby Roo', 'Kanga']",Explicit,said Piglet,[[]],[[]],[[]]
Q547,"Oh, yes,","['Oh, yes,']","[[72809, 72817]]",Kanga,"['Winnie-the-pooh', 'Rabbit', 'Baby Roo', 'Piglet']",Explicit,said Kanga,[[]],[[]],[[]]
Q548,"_How_ did it go, Pooh?","['_How_ did it go, Pooh?']","[[72867, 72889]]",Rabbit,"['Winnie-the-pooh', 'Baby Roo', 'Piglet', 'Kanga']",Explicit,said Rabbit,[['Pooh']],"[[[72884, 72888]]]",[[['Winnie-the-pooh']]]
Q549,"LINES WRITTEN BY A BEAR OF VERY LITTLE BRAIN

    On Monday, when the sun is hot
    I wonder to myself a lot:
    ""Now is it true, or is it not,""
    ""That what is which and which is what?""

    On Tuesday, when it hails and snows,
    The feeling on me grows and grows
    That hardly anybody knows
    If those are these or these are those.

    On Wednesday, when the sky is blue,
    And I have nothing else to do,
    I sometimes wonder if it's true
    That who is what and what is who.

    On Thursday, when it starts to freeze
    And hoar-frost twinkles on the trees,
    How very readily one sees
    That these are whose--but whose are these?

    On Friday---","['LINES WRITTEN BY A BEAR OF VERY LITTLE BRAIN\n\n    On Monday, when the sun is hot\n    I wonder to myself a lot:\n    ""Now is it true, or is it not,""\n    ""That what is which and which is what?""\n\n    On Tuesday, when it hails and snows,\n    The feeling on me grows and grows\n    That hardly anybody knows\n    If those are these or these are those.\n\n    On Wednesday, when the sky is blue,\n    And I have nothing else to do,\n    I sometimes wonder if it\'s true\n    That who is what and what is who.\n\n    On Thursday, when it starts to freeze\n    And hoar-frost twinkles on the trees,\n    How very readily one sees\n    That these are whose--but whose are these?\n\n    On Friday---']","[[72955, 73629]]",Winnie-the-pooh,"['Rabbit', 'Baby Roo', 'Piglet', 'Kanga']",Explicit,Pooh gave a little cough and began,[[]],[[]],[[]]
Q550,"Yes, it is, isn't it? Just one more jump, Roo, dear, and then we really _must_ be
going.","[""Yes, it is, isn't it?"", 'Just one more jump, Roo, dear, and then we really _must_ be\ngoing.']","[[73633, 73654], [73714, 73780]]",Kanga,"['Winnie-the-pooh', 'Rabbit', 'Baby Roo', 'Piglet']",Explicit,said Kanga,"[[], ['Roo', 'dear', 'we']]","[[], [[73734, 73737], [73739, 73743], [73754, 73756]]]","[[], [['Baby Roo'], ['Baby Roo'], ['Baby Roo', 'Kanga']]]"
Q551,"Talking of Poetry, have you ever noticed that tree
right over there?","['Talking of Poetry,', 'have you ever noticed that tree\nright over there?']","[[73831, 73849], [73871, 73920]]",Winnie-the-pooh,"['Rabbit', 'Baby Roo', 'Piglet', 'Kanga']",Explicit,said Pooh,"[[], ['you']]","[[], [[73876, 73879]]]","[[], [['Kanga']]]"
Q552,"Where? Now, Roo----","['Where?', 'Now, Roo----']","[[73924, 73930], [73945, 73957]]",Kanga,"['Winnie-the-pooh', 'Rabbit', 'Baby Roo', 'Piglet']",Explicit,said Kanga,"[[], ['Roo']]","[[], [[73950, 73953]]]","[[], [['Baby Roo']]]"
Q553,"Right over there,","['Right over there,']","[[73961, 73978]]",Winnie-the-pooh,"['Rabbit', 'Baby Roo', 'Piglet', 'Kanga']",Explicit,said Pooh,[[]],[[]],[[]]
Q554,"No, Now jump in, Roo, dear, and we'll go home.","['No,', ""Now jump in, Roo, dear, and we'll go home.""]","[[74023, 74026], [74041, 74083]]",Kanga,"['Winnie-the-pooh', 'Rabbit', 'Baby Roo', 'Piglet']",Explicit,said Kanga,"[[], ['Roo', 'dear', 'we']]","[[], [[74054, 74057], [74059, 74063], [74069, 74071]]]","[[], [['Baby Roo'], ['Baby Roo'], ['Baby Roo', 'Kanga']]]"
Q555,"You ought to look at that tree right over there, Shall I
lift you in, Roo?","['You ought to look at that tree right over there,', 'Shall I\nlift you in, Roo?']","[[74087, 74135], [74151, 74176]]",Rabbit,"['Winnie-the-pooh', 'Baby Roo', 'Piglet', 'Kanga']",Explicit,said Rabbit,"[[], ['you', 'Roo']]","[[], [[74164, 74167], [74172, 74175]]]","[[], [['Baby Roo'], ['Baby Roo']]]"
Q556,"I can see a bird in it from here, Or is it a fish?","['I can see a bird in it from here,', 'Or is it a fish?']","[[74214, 74247], [74261, 74277]]",Winnie-the-pooh,"['Piglet', 'Baby Roo', 'Kanga']",Explicit,said Pooh,"[[], []]","[[], []]","[[], []]"
Q557,"You ought to see that bird from here, Unless it's a
fish.","['You ought to see that bird from here,', ""Unless it's a\nfish.""]","[[74281, 74318], [74334, 74353]]",Rabbit,"['Winnie-the-pooh', 'Baby Roo', 'Piglet', 'Kanga']",Explicit,said Rabbit,"[['You'], []]","[[[74281, 74284]], []]","[[['Kanga']], []]"
Q558,"It isn't a fish, it's a bird,","[""It isn't a fish, it's a bird,""]","[[74357, 74386]]",Piglet,"['Winnie-the-pooh', 'Rabbit', 'Baby Roo', 'Kanga']",Explicit,said Piglet,[[]],[[]],[[]]
Q559,"So it is,","['So it is,']","[[74403, 74412]]",Rabbit,"['Winnie-the-pooh', 'Baby Roo', 'Piglet', 'Kanga']",Explicit,said Rabbit,[[]],[[]],[[]]
Q560,Is it a starling or a blackbird?,['Is it a starling or a blackbird?'],"[[74429, 74461]]",Winnie-the-pooh,"['Rabbit', 'Baby Roo', 'Piglet', 'Kanga']",Explicit,said Pooh,[[]],[[]],[[]]
Q561,"That's the whole question, Is it a blackbird or a
starling?","[""That's the whole question,"", 'Is it a blackbird or a\nstarling?']","[[74476, 74502], [74518, 74550]]",Rabbit,"['Winnie-the-pooh', 'Baby Roo', 'Piglet', 'Kanga']",Explicit,said Rabbit,"[[], []]","[[], []]","[[], []]"
Q562,"In you go, Roo!","['In you go, Roo!']","[[74673, 74688]]",Rabbit,"['Winnie-the-pooh', 'Baby Roo', 'Piglet', 'Kanga']",Explicit,Rabbit said,"[['you', 'Roo']]","[[[74676, 74679], [74684, 74687]]]","[[['Baby Roo'], ['Baby Roo']]]"
Q563,"Why, where's Rabbit? Are you all
right, Roo, dear?","[""Why, where's Rabbit?"", 'Are you all\nright, Roo, dear?']","[[74803, 74823], [74859, 74888]]",Kanga,"['Winnie-the-pooh', 'Baby Roo']",Explicit,said Kanga,"[[], ['you', 'Roo', 'dear']]","[[], [[74863, 74866], [74878, 74881], [74883, 74887]]]","[[], [['Baby Roo'], ['Baby Roo'], ['Baby Roo']]]"
Q564,"Rabbit had to go away, I think he thought of something he
had to go and see about suddenly.","['Rabbit had to go away,', 'I think he thought of something he\nhad to go and see about suddenly.']","[[74960, 74982], [74996, 75064]]",Winnie-the-pooh,"['Piglet', 'Kanga']",Explicit,said Pooh,"[['Rabbit '], ['he', 'he']]","[[[74960, 74967]], [[75004, 75006], [75028, 75030]]]","[[['Rabbit']], [['Rabbit'], ['Rabbit']]]"
Q565,And Piglet?,['And Piglet?'],"[[75068, 75079]]",Kanga,"['Winnie-the-pooh', 'Baby Roo']",Implicit,,[['Piglet']],"[[[75072, 75078]]]",[[['Piglet']]]
Q566,I think Piglet thought of something at the same time. Suddenly.,['I think Piglet thought of something at the same time. Suddenly.'],"[[75083, 75146]]",Winnie-the-pooh,"['Piglet', 'Kanga']",Implicit,,[['Piglet']],"[[[75091, 75097]]]",[[['Piglet']]]
Q567,"Well, we must be getting home, Good-bye, Pooh.","['Well, we must be getting home,', 'Good-bye, Pooh.']","[[75150, 75180], [75195, 75210]]",Kanga,"['Winnie-the-pooh', 'Baby Roo']",Explicit,said Kanga,"[['we'], []]","[[[75156, 75158]], []]","[[['Baby Roo', 'Kanga']], []]"
Q568,"I wish I could jump like that, Some can and some can't.
That's how it is.","['I wish I could jump like that,', ""Some can and some can't.\nThat's how it is.""]","[[75289, 75319], [75334, 75376]]",Winnie-the-pooh,[],Anaphoric,he thought,"[[], []]","[[], []]","[[], []]"
Q569,"this                              take
    ""If      is          shall      really    to
                flying I      never              it.""","['this                              take\n    ""If      is          shall      really    to\n                flying I      never              it.""']","[[75615, 75758]]",Piglet,['Piglet'],Anaphoric,he thought jerkily to himself,[[]],[[]],[[]]
Q570,_Ooooooo!_ _Ow!_,"['_Ooooooo!_', '_Ow!_']","[[75799, 75809], [75841, 75846]]",Piglet,[],Anaphoric,he said,"[[], []]","[[], []]","[[], []]"
